listing_id,brand,brand_tier,model,reference,year,watch_age_years,age_category,condition,price_aed,price_usd_approx,price_band,seller_type,is_dealer,location,scraped_date,source
C24-UAE-1060,IWC,Luxury,Aquatimer,REF-86019,2021,5,Recent (3-5y),Unworn,27400.0,7453.0,Mid (10K-30K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1061,Breitling,Premium,Superocean,REF-32241,2009,17,Vintage Adjacent (11-20y),Good,12500.0,3400.0,Mid (10K-30K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1062,Richard Mille,Ultra Luxury,RM 035,REF-39444,1997,29,Vintage (20y+),Good,245500.0,66776.0,Ultra Luxury (200K+),Private Seller,0,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1063,Patek Philippe,Ultra Luxury,Nautilus 5711,5711/1A-010,1996,30,Vintage (20y+),Like New,348900.0,94901.0,Ultra Luxury (200K+),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1064,IWC,Luxury,Aquatimer,REF-41979,2013,13,Vintage Adjacent (11-20y),Like New,17900.0,4869.0,Mid (10K-30K),Private Seller,0,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1065,Cartier,Luxury,Ballon Bleu,REF-65724,1995,31,Vintage (20y+),Good,15300.0,4162.0,Mid (10K-30K),Private Seller,0,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1066,Patek Philippe,Ultra Luxury,Complications 5396,REF-27477,1996,30,Vintage (20y+),Very Good,89100.0,24235.0,Luxury (75K-200K),Private Seller,0,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1067,Cartier,Luxury,Ballon Bleu,REF-90301,2012,14,Vintage Adjacent (11-20y),Very Good,18000.0,4896.0,Mid (10K-30K),Private Seller,0,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1068,Tudor,Accessible Luxury,Heritage Chrono,REF-43972,2009,17,Vintage Adjacent (11-20y),Good,4500.0,1224.0,Entry (<10K),Private Seller,0,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1069,Tudor,Accessible Luxury,Heritage Chrono,REF-45992,2003,23,Vintage (20y+),Good,5400.0,1469.0,Entry (<10K),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1070,Omega,Premium,Constellation,REF-28136,2002,24,Vintage (20y+),Like New,10800.0,2938.0,Mid (10K-30K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1071,Audemars Piguet,Ultra Luxury,Royal Oak Offshore,REF-53369,2017,9,Modern (6-10y),Like New,153700.0,41806.0,Luxury (75K-200K),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1072,IWC,Luxury,Portugieser Chronograph,REF-12560,2001,25,Vintage (20y+),Good,18400.0,5005.0,Mid (10K-30K),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1073,Breitling,Premium,Navitimer,REF-64921,2006,20,Vintage Adjacent (11-20y),Like New,18300.0,4978.0,Mid (10K-30K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1074,Breitling,Premium,Navitimer,REF-99016,2003,23,Vintage (20y+),Very Good,8300.0,2258.0,Entry (<10K),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1075,Vacheron Constantin,Grand Complication,Overseas,REF-13534,2021,5,Recent (3-5y),Very Good,96900.0,26357.0,Luxury (75K-200K),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1076,Panerai,Luxury,Submersible,REF-70515,2016,10,Modern (6-10y),Unworn,9700.0,2638.0,Entry (<10K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1077,Rolex,Luxury,Explorer II,REF-59692,2007,19,Vintage Adjacent (11-20y),Like New,52400.0,14253.0,Premium (30K-75K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1078,Jaeger-LeCoultre,Grand Complication,Master Ultra Thin,REF-16826,2003,23,Vintage (20y+),Good,23900.0,6501.0,Mid (10K-30K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1079,Audemars Piguet,Ultra Luxury,Royal Oak Concept,REF-42411,1997,29,Vintage (20y+),Good,178900.0,48661.0,Luxury (75K-200K),Private Seller,0,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1080,Tudor,Accessible Luxury,Black Bay 58,REF-83920,2014,12,Vintage Adjacent (11-20y),Like New,7800.0,2122.0,Entry (<10K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1081,Breitling,Premium,Chronomat,REF-25012,2003,23,Vintage (20y+),Good,10300.0,2802.0,Mid (10K-30K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1082,Richard Mille,Ultra Luxury,RM 011,REF-59192,2013,13,Vintage Adjacent (11-20y),Unworn,345500.0,93976.0,Ultra Luxury (200K+),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1083,Vacheron Constantin,Grand Complication,Overseas,REF-49529,1997,29,Vintage (20y+),Very Good,33000.0,8976.0,Premium (30K-75K),Private Seller,0,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1085,Rolex,Luxury,Oyster Perpetual 41,REF-70258,2021,5,Recent (3-5y),Very Good,48300.0,13138.0,Premium (30K-75K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1086,IWC,Luxury,Portugieser Chronograph,REF-80539,2018,8,Modern (6-10y),Very Good,24900.0,6773.0,Mid (10K-30K),Private Seller,0,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1087,Breitling,Premium,Superocean,REF-21359,2021,5,Recent (3-5y),Good,21200.0,5766.0,Mid (10K-30K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1088,Seiko,Accessible,Presage,REF-54092,2002,24,Vintage (20y+),Good,2100.0,571.0,Entry (<10K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1089,Breitling,Premium,Superocean,REF-46655,2000,26,Vintage (20y+),Very Good,7200.0,1958.0,Entry (<10K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1090,Tag Heuer,Accessible Luxury,Carrera,REF-74038,2011,15,Vintage Adjacent (11-20y),Fair,5700.0,1550.0,Entry (<10K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1091,Vacheron Constantin,Grand Complication,Patrimony,REF-48566,2015,11,Vintage Adjacent (11-20y),Good,15900.0,4325.0,Mid (10K-30K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1092,IWC,Luxury,Aquatimer,REF-79588,2002,24,Vintage (20y+),Like New,17400.0,4733.0,Mid (10K-30K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1093,IWC,Luxury,Aquatimer,REF-42951,2012,14,Vintage Adjacent (11-20y),Like New,12500.0,3400.0,Mid (10K-30K),Private Seller,0,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1094,Omega,Premium,Seamaster 300M,REF-34267,2005,21,Vintage (20y+),Like New,14100.0,3835.0,Mid (10K-30K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1095,Audemars Piguet,Ultra Luxury,Royal Oak Concept,REF-88222,2010,16,Vintage Adjacent (11-20y),Like New,240100.0,65307.0,Ultra Luxury (200K+),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1096,Omega,Premium,Seamaster 300M,REF-80010,2004,22,Vintage (20y+),Like New,3200.0,870.0,Entry (<10K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1097,Richard Mille,Ultra Luxury,RM 011,REF-74340,1996,30,Vintage (20y+),Very Good,107700.0,29294.0,Luxury (75K-200K),Private Seller,0,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1098,Tudor,Accessible Luxury,Black Bay 58,REF-16734,2013,13,Vintage Adjacent (11-20y),Like New,5100.0,1387.0,Entry (<10K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1099,Tudor,Accessible Luxury,Pelagos,REF-92502,1998,28,Vintage (20y+),Good,2300.0,626.0,Entry (<10K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1100,Patek Philippe,Ultra Luxury,Aquanaut 5167,REF-25525,2020,6,Modern (6-10y),Very Good,350200.0,95254.0,Ultra Luxury (200K+),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1101,Panerai,Luxury,Submersible,REF-68028,2020,6,Modern (6-10y),Very Good,16900.0,4597.0,Mid (10K-30K),Private Seller,0,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1102,Tudor,Accessible Luxury,Heritage Chrono,REF-23006,2008,18,Vintage Adjacent (11-20y),Like New,7100.0,1931.0,Entry (<10K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1103,Cartier,Luxury,Santos,REF-19838,2003,23,Vintage (20y+),Good,5400.0,1469.0,Entry (<10K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
